review_title,review,sentiment
Not the Company it Once Was,"{ Pros. In general the benefits are pretty good. The company focuses on safety. A fairly good work life balance, but constant downsizings have eroded some of this. The company has many employee networks to improve employee experience. The company is trying to take care of the thousands of employees being laid off. } { Cons. I hate to say it, but avoid this company like the plague. I used to love working for Chevron, but now I’m just trying to hang on until retirement. Constant downsizing has destroyed the previous collaborative culture. It is now a dog eat dog company. Politics rule all decisions. Personnel decisions are based on favoritism and cliques. If you do not have a powerful sponsor, prepare for a lousy job or a target on your back for the next downsizing. The focus is on cost cutting and improving the bottom line. This is a declining industry and management has not made any meaningful changes to embrace a lower-carbon future. If you are in any service function your job will be automated or outsourced to Philippines or Argentina. If you are a petrotech, it’s still not too bad, but if you have a long career left, get out of O&G. Retrain yourself. We are coming through a massive downsizing and will probably have another in less than two years.2 people found this review helpfulHelpfulShareRepor }",0.92
Very corporate,{ Pros. Good bennys. Lots of differing opportunities. Global reach. } { Cons. Bureaucratic. Management is very inbred with 30+ years working nowhere else. Not an innovative company - but it is so profitable it doesn't have to be. },0.8
Working for Chevron,{ Pros. Great company Safety always comes first Work/life balance } { Cons. Takes time to get things approved },0.87
Overall good company to work for,"{ Pros. Great benefits, global scale, 9/80 work schedule. } { Cons. Have to deal with politics. }",0.77
Good,"{ Pros. Good work life balance, good managers } { Cons. Pay more to lower level employees }",0.44
Cashier,"{ Pros. Fast paced, decent pay meet nice people } { Cons. Meet not nice people at times }",0.02
Review,"{ Pros. Good, safe, well known, high payment. } { Cons. Very well organization for safety. }",0.9
Too big to be noticed,{ Pros. Salary. Benefits. Insurance. Location. Credit Union. } { Cons. Too big to get noticed. Supervisor had too many people and favorites are given smaller slower terminals to dispatch },0.79
Great,{ Pros. Good pay Good benefits Innovation Work life balance } { Cons. I have nothing bad to say },0.91
"Good benefit, opportunity for growth",{ Pros. Lots of opportunity for growth; } { Cons. A lot of changes; IT usually the lat to know },0.66
tax salary,{ Pros. work 40 hour week in 30 hours } { Cons. old school management. does not adapt quickly to EE needs and societal norms },0.0
Good gas,"{ Pros. Good pay Get to experience a variety of people and scenarios } { Cons. Can be dangerous to work night shifts Some racist customers will always make you feel like a second class citizen, no matter how good you are to them }",-0.07
Great team environment,{ Pros. Team Environment. Help you succeed. A true family } { Cons. Online Internship but not many cons },0.59
Transformation = Eliminate High Performers,{ Pros. 8% 401K match with option for after-tax 401K contributions Competitive Salary } { Cons. Zero value for aptitude. If you get into the wrong position your career suffers. High performers not valued in during layoffs. Your high performance and frequent promotions may have just ushered you out the door faster.1 person found this review helpfulHelpfulShareRepor },-0.67
Good company,{ Pros. Good salary Good knowledge and experience } { Cons. For the time of my employment did not notice any cons },0.7
Amazing company,"{ Pros. Cares for employees, fair pay and fair practices } { Cons. Nothing as a con. Overall great }",0.88
Cool place,{ Pros. Really nice and smart people } { Cons. Decision making can be slow. But it is improving. },0.77
The lion who ate too much,"{ Pros. Big Budgets, strict processes, diverse locations, } { Cons. Limited HR group, limited operation managers, culture identification, }",-0.42
Chevron,"{ Pros. Salary, benefit package, flexible work schedule for some. } { Cons. Commodity driven employment, so frequent layoffs and reorganization. }",0.6
Great Company,{ Pros. forward leaning and empathetic leadership } { Cons. none visible at this time },0.4
Great Company,{ Pros. Great Leadership & Great Diversity } { Cons. The oil & gas industry is unfairly targeted by environmentalists. },0.85
A complete finance career is possible within this single blue chip company.,"{ Pros. Ever present commitment to workplace safety, ethical dealings and business integrity. Unlimited variety of finance functional roles. Rich variety of business lines to support and learn about, from world scale engineering projects to customer-driven retail activities. Steady exposure to latest management practices and digital skills. } { Cons. Committee-based personnel development process concentrates power over job opportunities in just a few hands and leads to favoritism, cliques and an ""in"" crowd within the Finance department. }",0.96
Once world class but now struggling,{ Pros. Great pay and benefits Safety focused } { Cons. Top heavy Does not promote based on qualifications Majority of careers are pigeon-holed from beginning. },0.88
Work Life Balance but No Challenge,{ Pros. 40 hour work week respected 9/80's are great } { Cons. No challenge Management plays musical chairs with eachother instead of listening and training employees },0.84
Good company to work for.,{ Pros. Nice people to work with and great benefits. } { Cons. Layoffs have been consistent every two years. },0.86
Nice Company to work for,"{ Pros. Work life balance, not much pressure } { Cons. Some times things get very slow }",0.22
Mostly good,"{ Pros. Good benefits, easy to plan for retirement } { Cons. Culture is not great, not a lot of transparency }",0.63
Culture,{ Pros. Work life balance benefits compensation } { Cons. Stated culture and values vs. real culture and values. Two sets of rules one for management another for everyone else1 person found this review helpfulHelpfulShareRepor },0.79
Great place to work,"{ Pros. Culture, Work/Life Balance, World Class } { Cons. None comes to mind right now }",0.0
Highly Competitive,{ Pros. Good pay structure and benefits } { Cons. Difficult to set yourself apart from the crowd. },0.38
Good job for starters wanting to learn,{ Pros. They take time to teach you correctly } { Cons. I don’t have any I can think of },0.0
Business side is great - I.T. is awful,"{ Pros. Business side is filled with pretty cool people, large company so lots of movement. } { Cons. I.T. is the worst I've seen at any company. I think it has to do with the fact Chevron pumps money out of the ground and throws money at everything. I've worked at a lot of companies and I.T. side is pretty bad filled with great talkers but mostly just talkers... only at Chevron can you ruin an entire business unit I.T. system smooth talk it and get promoted to upper management. Blows my mind, but, play the game right, let water slide over your back and move on in life - it is what it is. }",0.49
