date;employee_title;employee_status;review_title;pros;cons
2019-07-09;Senior Director;Former Employee, more than 1 year;Focus;"Great location, fantastic people, tackling IIoT problems worth solving.
";"Too many strategy pivots -- seems like every day we were pursuing a different set of customers and had different product goals. A highly political, large organization organized in large centralized ""empires"" silos, without a great deal fo urgency or agility. Often slow to complete projects and show forward momentum, preferring over-documentation to delivering business value. Engineering makes all product decisions, while UX is working on cute animations, and Product is busy doing sales.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thank you for the thoughtful feedback. We appreciate the comments and will take them under advisement. It's important to hear constructive insight"
2020-10-06;Executive Assistant;Former Employee, more than 5 years;Change saves money, but destroys morale;"You work with a dynamic team of people
";"Leadetship is money coscious , they don't care about the people,
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-02;Engineering Director;Former Employee, more than 10 years;Experienced global technology leader;"Great company to work for
";"The constant change in business direction
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-15;Senior Software Engineer;Current Employee;Company culture;"Good work culture Work life balance New Technolies to learn
";"Leadership Uncertainities on what we are doing sometimes Good leadership path is missing
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your positive assessment"
2020-10-01;Anonymous;Current Employee, more than 8 years;Interesting;"Great engineers , decent pay and fine benefits.
";"Conservative business and Culture .
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-11;Anonymous;Former Employee, more than 1 year;constant organizational changes;"Benefits, work/life balance, and lots of different groups for you to join outside of your position.
";"Constant organizational changes, restructuring, layoffs, closing locations, etc.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-15;Corporate Audit Staff;Former Employee;Solid company for development;"Smart people, benefits, and multiple career opportunities
";"Bureaucratic, compensation, loss of rigor in development
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks so much for sharing"
2020-06-01;Anonymous;Current Employee;FP&A;"non-hierarchical culture, you're motivated to speak up and bring new ideas, rich exposure to senior leadership, change is the only constant
";"depending on the role English and emotional intelligence is crucial which may not be related to technical skills
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for taking the time to share your insights"
2020-10-02;Human Resources Manager;Former Employee;Used to be better;"Great people and products to work with.
";"Bureaucracy was stifling. Very hard to get to the real work versus providing one review after the other.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2019-12-20;Senior Project Manager;Former Employee, more than 10 years;Great, smart people, Inspiring products and strategy reset on the way;"I’ve met the best group of talented people working at GE; while there are exceptions like anywhere, most of the employees are smart, genuine, teamwork focused, fun and focused not only on work but on overall career development. The company also still spends a lot of time and effort on providing leadership training programs at every stage of career.
";"GE needs to get back to the basics of focusing on great products, great customer service and long term growth (and turnaround) strategy as opposed to quarterly short-term metrics that hurt the long term strategy. A sense of ownership has dissipated over the years while focusing on inorganic growth and short term metrics.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thank you for taking the time to share your feedback and for your recommendation"
2020-07-16;Product Definition Engineer;Current Employee;Great company;"Great company to work for
";"No cons at the moment
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your positive assessment"
2020-06-24;Senior Finance Manager;Former Employee;Good place to learn and develop;"training, smart people, lots of mentors to develop you
";"layers of beuracracy, not a lot of diversity of thought
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your review"
2020-12-07;Sourcer;Former Employee, more than 3 years;Work;"Great place to work in Mid-West
";"Long hours and a lot of workflows.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-07-12;Operations;Current Employee, more than 10 years;Great company;"Great company to work for
";"Tough position for GE right now
Be the first to find this review helpful
Helpful
Share
Report
GE Response
Social Media Consultant
Thanks for your recommendation"
2020-10-15;Software Engineer;Former Employee;Its ok.;"Good benefits and pay. Thats about all.
";"Lots of management. Projects get abandoned before completion.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Agent;Former Employee;Review;"Flexibility and work from home
";"Size of company made business goals complex and difficult to understand
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-19;Benefit Operation Support Lead;Current Employee;GE People Operations;"Flexibility with work life balance
";"Low Salary and no career growth
Be the first to find this review helpful
Helpful
Share
Repor"
2020-10-09;Senior Product Manager;Former Employee;@GE;"Fast paced Good culture Work life balance
";"Promotions are hard if you are not part of leadership program
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2020-09-28;Demand Planning Manager;Former Employee, more than 10 years;Fragmentation, Cost Cutting and European Works Council;"Autonomy and Expertise of Co-Workers
";"Employees in Europe are protected, therefore North America is sacrificed to cut costs
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
