;Company;date;employee_title;employee_status;review_title;pros;cons
454;Schlumberger;2021-02-06;Process Operator;Former Employee, more than 8 years;Schlumberger;"great benefits and competitive pay.
";"Not family oriented, VERY poorly managed
Be the first to find this review helpful
Helpful
Share
Repor"
455;Schlumberger;2021-02-05;Field Engineer;Former Employee, more than 1 year;Work/Life Balance not there;"Great pay, challenging work, paid to travel
";"No work/life balance, work can be stressful
Be the first to find this review helpful
Helpful
Share
Repor"
456;Schlumberger;2021-01-21;Data Scientist;Current Employee, more than 5 years;Great place to work;"Flexible place to work at
";"They will fire you with no explanation
Be the first to find this review helpful
Helpful
Share
Repor"
457;Schlumberger;2021-02-26;Wireline Engineer;Former Employee, more than 1 year;Hated Every Second;"The money - literally thats it
";"You get paid 12/hour, you just work over 100 hours a week so it seems like a lot of money
"
458;Schlumberger;2021-01-21;Site Coordinator;Former Employee, more than 3 years;Schlumberger;"It is Great place to work
";"Downsizing because of Covid 19 Fworkforce Redustion
Be the first to find this review helpful
Helpful
Share
Repor"
459;Schlumberger;2021-01-21;Store Keeper;Current Employee, more than 3 years;Overall good company;"Compnesation is good and they take care of there People
";"Commute - gets a little tiring - work life balance is questionable .
"
460;Schlumberger;2021-02-02;Field Engineer D&M;Former Employee, more than 1 year;If you need the work experience badly then do it otherwise avoid this role.;"- Extensive HSE training - On Job and Classroom training - Online training modules - Looks good on a resume so leverage it to leave asap - 6month - yearly promotion possibilities (same job just more responsibilities in the field and a little more pay but still have no work-life balance)
";"-They pay as salary starting out so the pay (low per hour worked) and hours (13hr days weeks non-stop) are terrible, you would make more per hour working at Walmart, McDonald's etc. -Online training is extensive but often not job-relevant and you have to complete it on your personal time with no financial compensation. -Most job skills and training is D&M specific to running only SLB tools and has little to no outside engineering application other than other D&M jobs
"
461;Schlumberger;2021-01-20;Sourcing Specialist;Former Employee;Great people;"High investment in technology and tools for analysis
";"Difficult to get the buy in from Operations
Be the first to find this review helpful
Helpful
Share
Repor"
462;Schlumberger;2021-01-20;Manufacturing Engineer;Former Employee;Great company;"Great team, great tools to work
";"Industry outlook is not favorable for growth
Be the first to find this review helpful
Helpful
Share
Repor"
463;Schlumberger;2021-01-20;Analyst;Current Employee;Good for fresh graduate;"High entry salary for fresh grad Learn lots of technology
";"Very less or no salary increment due to recent economy for pass few years
"
464;Schlumberger;2021-01-19;Operations Manager;Former Employee;Great Benefits;"Great Benefits, 401K, Vacations, Salary, Education
";"Manager changes every year Oil and Gas downturns
"
465;Schlumberger;2021-02-03;Lab Technician;Former Employee;Very bad experience working with slb.;"Nothing that I can think of!
";"Bad schedule. Low pay. You get money by doing overtime.
Be the first to find this review helpful
Helpful
Share
Repor"
466;Schlumberger;2021-01-19;Anonymous;Current Employee, more than 10 years;Great company to work with despite market instability;"great people, great technology, career advancement
";"industry instability is still a major challenge to get through with on a daily basis
"
467;Schlumberger;2021-01-19;Digital Project Lead;Former Employee, more than 10 years;Great training and benefits;"Great training and benefits. Flexible hours
";"Low work/life balance, stressful environment
Be the first to find this review helpful
Helpful
Share
Repor"
468;Schlumberger;2021-01-19;Field Specialist;Former Employee;Good place to learn;"Excellent training programs and career paths available
";"Low salaries if you’re not international, low work-life balance
Be the first to find this review helpful
Helpful
Share
Repor"
469;Schlumberger;2021-01-19;Wireline Field Engineer;Former Employee;Hard Work;"Training, best technology, passionate co-workers
";"Long hours, location, work life balance.
Be the first to find this review helpful
Helpful
Share
Repor"
470;Schlumberger;2021-02-02;Project Manager;Former Employee, more than 8 years;Good place to work before Covid;"Time off, good working conditions and safety oriented.
";"Communication from mid managers was lacking.
Be the first to find this review helpful
Helpful
Share
Repor"
471;Schlumberger;2021-02-02;Travel Consultant;Former Employee;Good Company;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Good Company to work for.
Cons
Were Bought out and the culture changed.
Be the first to find this review helpful
Helpful
Share
Repor"
472;Schlumberger;2021-01-18;Mechanical CAD Designer;Former Employee;Working at Schlumberger;"High quality of people employed Enjoyable team experience Interesting assignments
";"Amount of extra annual training
"
473;Schlumberger;2021-01-17;Procurement Specialist;Former Employee, more than 3 years;Great Company;"Schlumberger puts a huge emphasis on Employee development, plenty of opportunities to grow as a young professional and get more experience, good pay
";"Can be demanding- not the best industry to be in
"
474;Schlumberger;2021-01-16;Engineer;Former Employee;Highly Structured, Great First Job Experience;"Amazing experience that is hard to replicate. This job, at an entry level, gives you the credentials to work in any environment.
";"Its tough. cut throat. high stress
"
475;Schlumberger;2021-01-15;Oilfield Worker;Current Employee, more than 10 years;love my job;"its best place to ever work
";"its get hard during rainy season
"
476;Schlumberger;2021-01-15;Sales Representative;Current Employee;Good;"Provides growth opportunities, diverse environment
";"Subject to ups and downs of the industry
Be the first to find this review helpful
Helpful
Share
Repor"
477;Schlumberger;2021-01-14;Geologist;Former Employee;Good company;"Good career path for everyone
";"No so many vacation days
Be the first to find this review helpful
Helpful
Share
Repor"
478;Schlumberger;2021-01-14;Accounting Manager;Former Employee;Oil and Gas Company;"Big Company Great benefits Continues Training Grow Opportunities
";"Employees are numbers Is not Organized Manual Processes
"
479;Schlumberger;2021-02-19;Financial Analyst;Former Employee;Poor;"There is nothing pro about this place
";"Worked like an animal in every way
Be the first to find this review helpful
Helpful
Share
Repor"
480;Schlumberger;2021-02-19;Wireline Field Engineer;Current Employee, more than 3 years;Miserable place to work;"None. Very demoralizing company to work for.
";"Salary cuts. Poor salaries. Working hours. Lack of schedule. Mental Stress.
"
481;Schlumberger;2021-01-14;Product Coordinator;Former Employee, less than 1 year;Great Company;"Best managers to work with
";"Small operation in Bartlesville, OK
Be the first to find this review helpful
Helpful
Share
Repor"
482;Schlumberger;2021-01-13;Software Engineer;Current Employee;review;"Good office environment and modern tech stack.
";"Not many other tech companies around Houston so not really a big developer community here.
"
483;Schlumberger;2021-01-28;MWD Field Engineer Trainee;Former Employee, more than 1 year;trainee pay;"Used to get paid overtime
";"they stopped paying overtime last year
Be the first to find this review helpful
Helpful
Share
Repor"
